1000056578;1;2;3;4;5
10000714773;1;2;3;4;5
10000944700;1;2;3;4;5
10001111423;1;2;3;4;5
10001330506;1;2;3;4;5
10001761942;1;2;3;4;5
10002155059;1;2;3;4;5
10002485812;1;2;3;4;5
100036516;1;2;3;4;5
1000377836;1;2;3;4;5
100038069;1;2;3;4;5
10003840358;1;2;3;4;5
100039537;1;2;3;4;5
100046685;1;2;3;4;5
10005075290;1;2;3;4;5
1000526891;1;2;3;4;5
1000531107;1;2;3;4;5
100054244;1;2;3;4;5
1000604289;1;2;3;4;5
10006169231;1;2;3;4;5
1000630272;1;2;3;4;5
100063328;1;2;3;4;5
100071142;1;2;3;4;5
100072697;1;2;3;4;5
1000839287;1;2;3;4;5
1000881488;1;2;3;4;5
1000947952;1;2;3;4;5
10009563244;1;2;3;4;5
10010049527;1;2;3;4;5
1001027129;1;2;3;4;5
1001078974;1;2;3;4;5
10012172453;1;2;3;4;5
10014647650;1;2;3;4;5
1001494875;1;2;3;4;5
10016345658;1;2;3;4;5
10016514626;1;2;3;4;5
10018006431;1;2;3;4;5
10018326943;1;2;3;4;5
1001970486;1;2;3;4;5
10020160121;1;2;3;4;5
10020778299;1;2;3;4;5
10021473585;1;2;3;4;5
1002177708;1;2;3;4;5
100222003;1;2;3;4;5
10023318373;1;2;3;4;5
10024391405;1;2;3;4;5
10025181231;1;2;3;4;5
1002677425;1;2;3;4;5
10028405993;1;2;3;4;5
1002840704;1;2;3;4;5
10028959110;1;2;3;4;5
1002985565;1;2;3;4;5
10030497482;1;2;3;4;5
10030790671;1;2;3;4;5
10030921;1;2;3;4;5
10031113947;1;2;3;4;5
10032519408;1;2;3;4;5
10033796763;1;2;3;4;5
10034003536;1;2;3;4;5
1003431791;1;2;3;4;5
10035910511;1;2;3;4;5
1003720083;1;2;3;4;5
1003724640;1;2;3;4;5
10038005595;1;2;3;4;5
100389992;1;2;3;4;5
1003916133;1;2;3;4;5
100401244;1;2;3;4;5
10041059267;1;2;3;4;5
10041108706;1;2;3;4;5
1004114295;1;2;3;4;5
10041165588;1;2;3;4;5
1004130478;1;2;3;4;5
10041740481;1;2;3;4;5
10041903346;1;2;3;4;5
10042608258;1;2;3;4;5
100438945;1;2;3;4;5
1004405068;1;2;3;4;5
10044543240;1;2;3;4;5
10045102366;1;2;3;4;5
10045309139;1;2;3;4;5
100455716;1;2;3;4;5
1004590207;1;2;3;4;5
10047359622;1;2;3;4;5
1004757458;1;2;3;4;5
1004799902;1;2;3;4;5
100481342;1;2;3;4;5
10048886584;1;2;3;4;5
100490363;1;2;3;4;5
100508864;1;2;3;4;5
10051599095;1;2;3;4;5
100520765;1;2;3;4;5
100520974;1;2;3;4;5
1005309399;1;2;3;4;5
100537770;1;2;3;4;5
10056040048;1;2;3;4;5
1005664040;1;2;3;4;5
1005710326;1;2;3;4;5
100574781;1;2;3;4;5
10057843404;1;2;3;4;5
10058087045;1;2;3;4;5
1005841779;1;2;3;4;5
100588720;1;2;3;4;5
10059065525;1;2;3;4;5
1005925681;1;2;3;4;5
1005965552;1;2;3;4;5
1006159604;1;2;3;4;5
1006270295;1;2;3;4;5
1006322645;1;2;3;4;5
1006326731;1;2;3;4;5
10064307104;1;2;3;4;5
1006433061;1;2;3;4;5
100648222;1;2;3;4;5
100649725;1;2;3;4;5
10064972725;1;2;3;4;5
1006585501;1;2;3;4;5
1006644704;1;2;3;4;5
100669310;1;2;3;4;5
10069288848;1;2;3;4;5
10069392233;1;2;3;4;5
1007190513;1;2;3;4;5
10072337625;1;2;3;4;5
10072516061;1;2;3;4;5
100740607;1;2;3;4;5
1007456766;1;2;3;4;5
100749082;1;2;3;4;5
10074962875;1;2;3;4;5
1007505128;1;2;3;4;5
1007573508;1;2;3;4;5
1007650617;1;2;3;4;5
1007772704;1;2;3;4;5
10078794843;1;2;3;4;5
10078974666;1;2;3;4;5
10079102081;1;2;3;4;5
1007913863;1;2;3;4;5
10079603530;1;2;3;4;5
1007973494;1;2;3;4;5
100803233;1;2;3;4;5
1008063692;1;2;3;4;5
1008109969;1;2;3;4;5
1008158850;1;2;3;4;5
10081721375;1;2;3;4;5
10083043762;1;2;3;4;5
10083181785;1;2;3;4;5
10083301691;1;2;3;4;5
10084934538;1;2;3;4;5
1008540891;1;2;3;4;5
100856171;1;2;3;4;5
10086940781;1;2;3;4;5
10087224167;1;2;3;4;5
10088175818;1;2;3;4;5
100883989;1;2;3;4;5
100886323;1;2;3;4;5
1008874231;1;2;3;4;5
1008955808;1;2;3;4;5
100897201;1;2;3;4;5
10090100569;1;2;3;4;5
100907884;1;2;3;4;5
1009118273;1;2;3;4;5
100925355;1;2;3;4;5
100929222;1;2;3;4;5
10093598659;1;2;3;4;5
10093647236;1;2;3;4;5
1009365415;1;2;3;4;5
1009367573;1;2;3;4;5
100950191;1;2;3;4;5
10095548318;1;2;3;4;5
10095837120;1;2;3;4;5
1009585933;1;2;3;4;5
10095989276;1;2;3;4;5
1009608152;1;2;3;4;5
10096441850;1;2;3;4;5
1009672877;1;2;3;4;5
10097108373;1;2;3;4;5
100971326;1;2;3;4;5
1009891842;1;2;3;4;5
1009972372;1;2;3;4;5
1010017719;1;2;3;4;5
1010032946;1;2;3;4;5
101004070;1;2;3;4;5
10100945202;1;2;3;4;5
101012800;1;2;3;4;5
1010150641;1;2;3;4;5
1010213378;1;2;3;4;5
10102293216;1;2;3;4;5
1010274339;1;2;3;4;5
1010280795;1;2;3;4;5
1010299130;1;2;3;4;5
10103378730;1;2;3;4;5
101034834;1;2;3;4;5
10103504832;1;2;3;4;5
101037211;1;2;3;4;5
101041880;1;2;3;4;5
10104281343;1;2;3;4;5
101044194;1;2;3;4;5
1010459551;1;2;3;4;5
10105678325;1;2;3;4;5
10105839041;1;2;3;4;5
10105944706;1;2;3;4;5
1010630795;1;2;3;4;5
101063487;1;2;3;4;5
10106356490;1;2;3;4;5
1010644391;1;2;3;4;5
1010655323;1;2;3;4;5
10107175661;1;2;3;4;5
1010930184;1;2;3;4;5
1010939532;1;2;3;4;5
1010946811;1;2;3;4;5
10109859106;1;2;3;4;5
1011025653;1;2;3;4;5
101108869;1;2;3;4;5
1011175561;1;2;3;4;5
1011194379;1;2;3;4;5
1011245051;1;2;3;4;5
10112571784;1;2;3;4;5
1011299684;1;2;3;4;5
1011312385;1;2;3;4;5
10115541832;1;2;3;4;5
10115801779;1;2;3;4;5
10116219101;1;2;3;4;5
1011647182;1;2;3;4;5
10118394060;1;2;3;4;5
10118723266;1;2;3;4;5
1012000423;1;2;3;4;5
101201751;1;2;3;4;5
10120330040;1;2;3;4;5
1012097544;1;2;3;4;5
101230672;1;2;3;4;5
10124485780;1;2;3;4;5
10124566418;1;2;3;4;5
10125223676;1;2;3;4;5
1012559870;1;2;3;4;5
101279349;1;2;3;4;5
10128260398;1;2;3;4;5
10128514285;1;2;3;4;5
1012933342;1;2;3;4;5
101294090;1;2;3;4;5
10129914194;1;2;3;4;5
10130449430;1;2;3;4;5
1013115615;1;2;3;4;5
1013222657;1;2;3;4;5
1013272430;1;2;3;4;5
1013363167;1;2;3;4;5
10134798767;1;2;3;4;5
10135384019;1;2;3;4;5
10137080198;1;2;3;4;5
1013922993;1;2;3;4;5
10140035825;1;2;3;4;5
101429616;1;2;3;4;5
10143584491;1;2;3;4;5
10144409493;1;2;3;4;5
10144575630;1;2;3;4;5
10144646008;1;2;3;4;5
10144882957;1;2;3;4;5
101451322;1;2;3;4;5
101455224;1;2;3;4;5
101460951;1;2;3;4;5
101468339;1;2;3;4;5
10147024028;1;2;3;4;5
10149293028;1;2;3;4;5
10149720271;1;2;3;4;5
1015023259;1;2;3;4;5
1015026498;1;2;3;4;5
1015101938;1;2;3;4;5
1015126074;1;2;3;4;5
10151878395;1;2;3;4;5
1015193472;1;2;3;4;5
101527064;1;2;3;4;5
1015278367;1;2;3;4;5
1015293908;1;2;3;4;5
1015294735;1;2;3;4;5
1015330146;1;2;3;4;5
10153434740;1;2;3;4;5
10153521822;1;2;3;4;5
101536486;1;2;3;4;5
10154762096;1;2;3;4;5
10156111832;1;2;3;4;5
1015634011;1;2;3;4;5
10158092840;1;2;3;4;5
101583496;1;2;3;4;5
1015845449;1;2;3;4;5
10159487382;1;2;3;4;5
10160857926;1;2;3;4;5
10162802536;1;2;3;4;5
10164375202;1;2;3;4;5
1016443470;1;2;3;4;5
10164513493;1;2;3;4;5
1016460069;1;2;3;4;5
10164632440;1;2;3;4;5
101648052;1;2;3;4;5
1016485625;1;2;3;4;5
1016552578;1;2;3;4;5
10166011654;1;2;3;4;5
1016643529;1;2;3;4;5
1016644431;1;2;3;4;5
10166630993;1;2;3;4;5
10167119630;1;2;3;4;5
10168081110;1;2;3;4;5
1016877079;1;2;3;4;5
10169099300;1;2;3;4;5
1016923490;1;2;3;4;5
1016933805;1;2;3;4;5
10170590254;1;2;3;4;5
101710829;1;2;3;4;5
10172236971;1;2;3;4;5
1017270426;1;2;3;4;5
1017358180;1;2;3;4;5
1017380381;1;2;3;4;5
1017403421;1;2;3;4;5
1017455404;1;2;3;4;5
10175381149;1;2;3;4;5
101761209;1;2;3;4;5
10176281239;1;2;3;4;5
101766791;1;2;3;4;5
1017687078;1;2;3;4;5
101775262;1;2;3;4;5
1017762799;1;2;3;4;5
10177758227;1;2;3;4;5
101780318;1;2;3;4;5
1017807380;1;2;3;4;5
101788262;1;2;3;4;5
1017900950;1;2;3;4;5
1017903532;1;2;3;4;5
101795192;1;2;3;4;5
10180151409;1;2;3;4;5
101804979;1;2;3;4;5
10180997055;1;2;3;4;5
101813408;1;2;3;4;5
101814885;1;2;3;4;5
10181598715;1;2;3;4;5
10181990503;1;2;3;4;5
101823084;1;2;3;4;5
1018260237;1;2;3;4;5
10183424985;1;2;3;4;5
10183865847;1;2;3;4;5
101844255;1;2;3;4;5
10184573146;1;2;3;4;5
10185403905;1;2;3;4;5
101855354;1;2;3;4;5
1018581956;1;2;3;4;5
1018585473;1;2;3;4;5
1018619666;1;2;3;4;5
10186238477;1;2;3;4;5
101868440;1;2;3;4;5
10188730863;1;2;3;4;5
1018874798;1;2;3;4;5
10189391279;1;2;3;4;5
101894061;1;2;3;4;5
10190538020;1;2;3;4;5
101909090;1;2;3;4;5
1019120433;1;2;3;4;5
10191586590;1;2;3;4;5
1019180338;1;2;3;4;5
101929190;1;2;3;4;5
1019310398;1;2;3;4;5
1019325251;1;2;3;4;5
10193513456;1;2;3;4;5
101936615;1;2;3;4;5
101945952;1;2;3;4;5
101951568;1;2;3;4;5
10195179367;1;2;3;4;5
101952633;1;2;3;4;5
1019566280;1;2;3;4;5
10196338259;1;2;3;4;5
101973625;1;2;3;4;5
10197494193;1;2;3;4;5
10199004451;1;2;3;4;5
1019942208;1;2;3;4;5
10199920565;1;2;3;4;5
1020077584;1;2;3;4;5
1020202079;1;2;3;4;5
10202384167;1;2;3;4;5
10202807048;1;2;3;4;5
1020328045;1;2;3;4;5
102042358;1;2;3;4;5
1020432680;1;2;3;4;5
1020441083;1;2;3;4;5
10205042131;1;2;3;4;5
1020709312;1;2;3;4;5
1020710320;1;2;3;4;5
10208645306;1;2;3;4;5
10209215289;1;2;3;4;5
1020972081;1;2;3;4;5
1021081508;1;2;3;4;5
1021090965;1;2;3;4;5
1021111359;1;2;3;4;5
10211421150;1;2;3;4;5
1021322922;1;2;3;4;5
10213714210;1;2;3;4;5
1021459184;1;2;3;4;5
102150187;1;2;3;4;5
10217770456;1;2;3;4;5
102181326;1;2;3;4;5
102210510;1;2;3;4;5
102220757;1;2;3;4;5
1022208523;1;2;3;4;5
1022223242;1;2;3;4;5
10222333465;1;2;3;4;5
1022280120;1;2;3;4;5
10222914974;1;2;3;4;5
102237119;1;2;3;4;5
1022376334;1;2;3;4;5
102238969;1;2;3;4;5
1022407903;1;2;3;4;5
1022426407;1;2;3;4;5
1022437003;1;2;3;4;5
10224430045;1;2;3;4;5
1022463067;1;2;3;4;5
10225231922;1;2;3;4;5
10226425071;1;2;3;4;5
1022667760;1;2;3;4;5
10226696706;1;2;3;4;5
10227558516;1;2;3;4;5
10228978426;1;2;3;4;5
10229445630;1;2;3;4;5
1023084535;1;2;3;4;5
10231227653;1;2;3;4;5
1023201806;1;2;3;4;5
1023206340;1;2;3;4;5
10232322699;1;2;3;4;5
10232365825;1;2;3;4;5
10233266916;1;2;3;4;5
10234067765;1;2;3;4;5
102340951;1;2;3;4;5
10234471179;1;2;3;4;5
10235724461;1;2;3;4;5
1023575036;1;2;3;4;5
1023577093;1;2;3;4;5
1023617207;1;2;3;4;5
1023669480;1;2;3;4;5
1023754947;1;2;3;4;5
10237571901;1;2;3;4;5
102375965;1;2;3;4;5
10237647056;1;2;3;4;5
102380024;1;2;3;4;5
10238349919;1;2;3;4;5
